Rk,Player,Nation,Pos,Team,Comp,Age,90s,Min,Ht.,Wt.,Ast,Blocks,Carries,Clr,Cmp%,CS,CS%,Dis,Err,G+A,G-PK,GA,Gls,Int,KP,Mis,npxG,PKA,PKsv,PPA,PrgC,PrgP,PrgR,Recov,Save%,Saves,Tkl,Tkl+Int,TklW,Touches,xAG,xG
1170,Vanja Milinković-Savić,SRB,GK,Napoli,Serie A,28,7.0,630,2.02,92.0,0,0,179,3,71.6,2.0,28.6,0,1,0,0,6.0,0,0,0,0,0.0,1.0,2.0,0,0,0,0,6,70.6,9.0,0,0,0,295,0.0,0.0
1171,Emiliano Martínez,ARG,GK,Aston Villa,Premier League,32,9.0,810,1.93,85.0,0,0,244,6,77.3,3.0,33.3,0,2,0,0,7.0,0,0,0,0,0.0,0.0,1.0,2,0,1,0,8,73.1,18.0,0,0,0,399,0.0,0.0
1172,Giorgi Mamardashvili,GEO,GK,Liverpool,Premier League,24,5.0,450,1.99,86.0,0,0,144,5,77.6,1.0,20.0,0,1,0,0,10.0,0,0,0,1,0.0,1.0,1.0,0,0,0,0,7,66.7,16.0,0,0,0,221,0.0,0.0
1173,Radosław Majecki,POL,GK,Brest,Ligue 1,25,9.6,864,1.91,78.0,0,0,195,2,71.3,3.0,30.0,0,2,0,0,15.0,0,0,0,0,0.0,1.0,0.0,0,0,0,0,16,65.9,26.0,0,0,0,360,0.0,0.0
1174,Mike Maignan,FRA,GK,Milan,Serie A,30,9.6,865,1.87,80.0,0,0,249,4,76.6,3.0,30.0,0,2,0,0,9.0,0,0,0,0,0.0,2.0,1.0,0,0,0,0,12,77.4,21.0,0,0,0,388,0.0,0.0
1175,Pau López,ESP,GK,Betis,La Liga,30,7.0,630,1.89,77.0,0,0,143,4,74.7,2.0,28.6,0,0,0,0,7.0,0,0,0,0,0.0,0.0,1.0,0,0,0,0,2,72.0,17.0,0,0,0,235,0.0,0.0
1176,Anthony Lopes,POR,GK,Nantes,Ligue 1,34,11.0,988,1.84,77.0,0,0,310,9,81.0,2.0,18.2,0,0,0,0,16.0,0,1,0,0,0.1,2.0,0.0,0,0,1,0,18,76.3,43.0,1,2,1,492,0.0,0.1
1177,Donovan Léon,GUF,GK,Auxerre,Ligue 1,32,9.5,854,1.86,88.0,0,0,190,4,58.4,2.0,20.0,0,3,0,0,15.0,0,0,1,0,0.0,0.0,1.0,0,0,0,0,9,67.4,32.0,1,1,1,336,0.1,0.0
1178,Bernd Leno,GER,GK,Fulham,Premier League,33,11.0,990,1.9,79.0,0,0,309,2,77.3,2.0,18.2,0,0,0,0,16.0,0,0,0,0,0.0,2.0,0.0,0,0,1,0,20,70.8,33.0,1,1,0,465,0.0,0.0
1179,Nicola Leali,ITA,GK,Genoa,Serie A,32,11.0,990,1.92,88.0,0,0,168,4,63.1,2.0,18.2,0,0,0,0,16.0,0,1,1,1,0.0,2.0,0.0,1,0,0,0,13,65.0,25.0,1,2,0,312,0.1,0.0
1180,Senne Lammens,BEL,GK,Manchester Utd,Premier League,23,5.0,450,1.93,92.0,0,0,129,2,45.6,1.0,20.0,0,0,0,0,7.0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,8,66.7,14.0,0,0,0,227,0.0,0.0
1181,Philipp Köhn,SUI,GK,Monaco,Ligue 1,27,9.1,822,1.85,80.0,0,0,158,2,84.8,1.0,11.1,1,1,0,0,17.0,0,1,0,1,0.0,2.0,0.0,0,0,0,0,29,60.5,22.0,0,1,0,282,0.0,0.0
1182,Hervé Koffi,BFA,GK,Angers,Ligue 1,28,12.0,1080,1.83,81.0,0,0,246,11,71.0,3.0,25.0,0,3,0,0,15.0,0,0,0,1,0.0,1.0,2.0,0,0,0,0,10,78.5,48.0,1,1,1,444,0.0,0.0
1183,Gregor Kobel,SUI,GK,Dortmund,Bundesliga,27,10.0,900,1.94,88.0,0,0,203,3,76.4,6.0,60.0,0,0,0,0,7.0,0,0,0,0,0.0,1.0,0.0,0,0,0,0,21,77.8,20.0,0,0,0,327,0.0,0.0
1184,Caoimhín Kelleher,IRL,GK,Brentford,Premier League,26,11.0,990,1.88,81.0,0,0,222,1,71.2,2.0,18.2,0,0,0,0,17.0,0,0,1,0,0.0,1.0,1.0,0,0,1,0,12,59.0,23.0,1,1,0,408,0.0,0.0
1185,Luiz Lúcio Reis Júnior,BRA,GK,Villarreal,La Liga,24,9.0,810,1.92,80.0,0,0,157,10,81.7,6.0,66.7,0,0,0,0,4.0,0,0,0,0,0.0,1.0,1.0,0,0,0,0,17,88.9,22.0,0,0,0,250,0.0,0.0
1186,Sam Johnstone,ENG,GK,Wolves,Premier League,32,7.0,630,1.91,85.0,0,0,188,5,63.0,0.0,0.0,0,0,0,0,14.0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,13,61.1,24.0,1,1,1,336,0.0,0.0
1187,Franco Israel,URU,GK,Torino,Serie A,25,7.0,630,1.89,82.0,0,0,158,4,62.3,3.0,42.9,0,1,0,0,13.0,0,0,0,0,0.0,2.0,0.0,0,0,1,0,8,66.7,20.0,0,0,0,278,0.0,0.0
1188,Daniel Heuer Fernandes,POR,GK,Hamburger SV,Bundesliga,32,10.0,900,1.88,81.0,0,0,354,2,80.5,3.0,30.0,0,0,0,0,16.0,0,0,0,0,0.0,1.0,1.0,0,0,2,0,19,70.6,34.0,0,0,0,533,0.0,0.0
1189,Sergio Herrera,ESP,GK,Osasuna,La Liga,32,12.0,1080,1.92,82.0,0,0,203,8,74.2,3.0,25.0,0,2,0,0,13.0,0,0,0,2,0.0,2.0,0.0,0,0,3,0,15,80.4,43.0,0,0,0,429,0.0,0.0
1190,Dean Henderson,ENG,GK,Crystal Palace,Premier League,28,11.0,990,1.88,73.0,0,0,229,6,59.6,5.0,45.5,0,0,0,0,9.0,0,0,1,0,0.0,1.0,0.0,2,0,0,0,11,76.5,25.0,0,0,0,412,0.0,0.0
1191,Péter Gulácsi,HUN,GK,RB Leipzig,Bundesliga,35,10.0,900,1.91,75.0,0,0,264,9,80.8,4.0,40.0,0,0,0,0,13.0,0,0,0,0,0.0,0.0,0.0,1,0,0,0,18,62.9,22.0,0,0,0,412,0.0,0.0
1192,Dominik Greif,SVK,GK,Lyon,Ligue 1,28,8.0,720,1.97,82.0,1,0,200,6,82.0,3.0,37.5,0,0,1,0,12.0,0,0,1,1,0.0,0.0,0.0,0,0,0,0,13,50.0,13.0,0,0,0,334,0.1,0.0
1193,Kamil Grabara,POL,GK,Wolfsburg,Bundesliga,26,10.0,900,1.95,79.0,0,0,261,8,72.9,1.0,10.0,0,1,0,0,18.0,0,0,1,0,0.0,1.0,1.0,0,0,0,0,23,67.3,33.0,0,0,0,457,0.0,0.0
1194,David de Gea,ESP,GK,Fiorentina,Serie A,34,11.0,990,1.92,76.0,0,0,227,2,70.2,2.0,18.2,0,1,0,0,18.0,0,0,0,0,0.0,3.0,1.0,0,0,0,0,12,71.7,34.0,0,0,0,380,0.0,0.0
1195,Paulo Gazzaniga,ARG,GK,Girona,La Liga,33,10.5,942,1.96,87.0,0,0,263,7,69.4,2.0,18.2,0,1,0,0,18.0,0,0,0,1,0.0,2.0,0.0,0,0,0,0,15,72.4,40.0,0,0,0,411,0.0,0.0
1196,Joan García,ESP,GK,Barcelona,La Liga,24,6.0,540,1.91,79.0,0,0,119,7,93.4,3.0,50.0,0,1,0,0,4.0,0,1,0,0,0.0,1.0,0.0,0,0,0,0,19,83.3,14.0,1,2,1,194,0.0,0.0
1197,Mark Flekken,NED,GK,Leverkusen,Bundesliga,32,10.0,900,1.94,86.0,0,0,262,2,76.7,3.0,30.0,0,3,0,0,14.0,0,0,1,0,0.0,2.0,0.0,0,0,0,0,13,68.4,25.0,0,0,0,384,0.2,0.0
1198,Jonathan Fischer,DEN,GK,Metz,Ligue 1,23,11.2,1004,ND,ND,0,0,348,5,83.1,3.0,27.3,0,0,0,0,23.0,0,0,1,0,0.0,3.0,0.0,0,0,0,0,15,67.7,40.0,0,0,0,503,0.0,0.0
1199,Wladimiro Falcone,ITA,GK,Lecce,Serie A,30,11.0,990,1.95,85.0,0,0,186,6,49.4,5.0,45.5,0,0,0,0,14.0,0,0,0,1,0.0,2.0,0.0,1,0,0,0,17,72.7,30.0,1,1,1,357,0.0,0.0
1200,Aarón Escandell,ESP,GK,Oviedo,La Liga,29,12.0,1080,1.88,73.0,0,0,280,15,73.0,2.0,16.7,0,1,0,0,20.0,0,0,0,0,0.0,2.0,1.0,0,0,0,0,13,78.0,61.0,0,0,0,504,0.0,0.0
1201,Martin Dúbravka,SVK,GK,Burnley,Premier League,36,11.0,990,1.9,83.0,0,0,206,4,55.4,2.0,18.2,0,0,0,0,22.0,0,0,0,0,0.0,3.0,0.0,0,0,0,0,7,70.3,45.0,0,0,0,421,0.0,0.0
1202,Gianluigi Donnarumma,ITA,GK,Manchester City,Premier League,26,8.0,720,1.96,90.0,0,0,160,3,76.5,4.0,50.0,0,2,0,0,4.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,9,77.8,14.0,0,0,0,236,0.0,0.0
1203,Marko Dmitrović,SRB,GK,Espanyol,La Liga,33,12.0,1080,1.94,90.0,0,0,211,8,62.3,4.0,33.3,0,0,0,0,15.0,0,0,0,0,0.0,1.0,0.0,3,0,2,0,27,73.1,37.0,3,3,2,394,0.0,0.0
1204,Matías Dituro,ARG,GK,Elche,La Liga,38,6.0,540,1.91,83.0,0,0,252,8,78.9,1.0,16.7,0,1,0,0,6.0,0,0,1,0,0.0,1.0,0.0,0,0,0,0,19,76.2,15.0,0,0,0,389,0.0,0.0
1205,Yehvann Diouf,SEN,GK,Nice,Ligue 1,25,12.0,1080,1.85,73.0,0,0,280,14,76.7,2.0,16.7,0,0,0,0,18.0,0,0,0,0,0.0,4.0,1.0,0,0,0,0,20,77.8,44.0,0,0,0,434,0.0,0.0
1206,Mory Diaw,SEN,GK,Le Havre,Ligue 1,32,12.0,1080,1.95,95.0,1,0,302,6,76.2,4.0,33.3,0,2,1,0,17.0,0,2,3,1,0.0,3.0,0.0,1,0,0,0,22,66.7,26.0,1,3,0,497,0.8,0.0
1207,Michele Di Gregorio,ITA,GK,Juventus,Serie A,28,10.0,900,1.87,81.0,0,0,215,1,82.6,4.0,40.0,0,0,0,0,9.0,0,0,0,0,0.0,1.0,0.0,0,0,0,0,9,72.4,20.0,0,0,0,338,0.0,0.0
1208,Karl Darlow,WAL,GK,Leeds United,Premier League,34,5.0,450,1.85,74.0,0,0,143,2,63.9,0.0,0.0,0,0,0,0,8.0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,7,60.0,13.0,0,0,0,213,0.0,0.0
1209,Finn Dahmen,GER,GK,Augsburg,Bundesliga,27,10.0,900,1.86,80.0,0,0,268,15,66.1,0.0,0.0,0,4,0,0,24.0,0,0,0,1,0.0,2.0,1.0,1,0,2,0,22,56.9,26.0,0,0,0,474,0.0,0.0
1210,Thibaut Courtois,BEL,GK,Real Madrid,La Liga,33,12.0,1080,1.99,91.0,0,0,222,4,78.0,6.0,50.0,0,0,0,0,10.0,0,0,0,0,0.0,2.0,0.0,0,0,0,0,21,74.2,21.0,1,1,1,405,0.0,0.0
1211,Lucas Chevalier,FRA,GK,Paris S-G,Ligue 1,23,12.0,1080,1.92,85.0,0,0,220,3,92.0,6.0,50.0,0,1,0,0,11.0,0,0,0,0,0.0,0.0,1.0,0,0,0,0,33,63.3,19.0,0,0,0,326,0.0,0.0
1212,Marco Carnesecchi,ITA,GK,Atalanta,Serie A,25,11.0,990,1.92,87.0,0,0,253,7,77.3,2.0,18.2,0,0,0,0,11.0,0,0,0,0,0.0,1.0,1.0,0,0,0,0,14,76.7,32.0,0,0,0,436,0.0,0.0
1213,Elia Caprile,ITA,GK,Cagliari,Serie A,23,11.0,990,1.91,75.0,0,0,186,8,68.3,2.0,18.2,0,0,0,0,14.0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,5,73.1,38.0,0,0,0,399,0.0,0.0
1214,Jean Butez,FRA,GK,Como,Serie A,30,11.0,990,1.88,75.0,0,0,278,11,83.3,5.0,45.5,0,1,0,0,6.0,0,1,0,1,0.0,0.0,0.0,1,0,2,0,23,83.8,31.0,1,2,1,461,0.0,0.0
1215,Altay Bayındır,TUR,GK,Manchester Utd,Premier League,27,6.0,540,1.98,89.0,0,0,142,6,63.5,0.0,0.0,0,1,0,0,11.0,0,0,1,2,0.0,0.0,0.0,1,0,0,0,9,54.2,13.0,0,0,0,208,0.2,0.0
1216,Oliver Baumann,GER,GK,Hoffenheim,Bundesliga,35,10.0,900,1.87,82.0,0,0,243,7,74.5,1.0,10.0,0,1,0,0,16.0,0,0,0,0,0.0,2.0,0.0,0,0,1,0,31,68.9,29.0,0,0,0,432,0.0,0.0
1217,Augusto Batalla,ARG,GK,Rayo Vallecano,La Liga,29,12.0,1080,1.85,80.0,0,0,296,9,67.6,4.0,33.3,0,1,0,0,14.0,0,0,1,2,0.0,2.0,0.0,2,0,0,0,28,76.0,36.0,1,1,1,487,0.0,0.0
1218,Mio Backhaus,GER,GK,Werder Bremen,Bundesliga,21,8.0,720,1.88,70.0,0,0,204,8,86.5,2.0,25.0,1,0,0,0,14.0,0,0,0,0,0.0,2.0,0.0,0,0,0,0,9,66.7,23.0,0,0,0,309,0.0,0.0
1219,Emil Audero,IDN,GK,Cremonese,Serie A,28,7.0,630,1.9,78.0,0,0,198,3,63.2,3.0,42.9,0,0,0,0,6.0,0,0,0,0,0.0,1.0,0.0,0,0,0,0,25,85.7,29.0,0,0,0,329,0.0,0.0
1220,Noah Atubolu,GER,GK,Freiburg,Bundesliga,23,10.0,900,1.9,78.0,0,0,247,7,68.4,3.0,30.0,0,0,0,0,14.0,0,0,0,0,0.0,0.0,1.0,1,0,3,0,14,63.2,23.0,0,0,0,449,0.0,0.0
1221,Alphonse Areola,FRA,GK,West Ham,Premier League,32,7.0,630,1.92,88.0,0,0,126,1,58.4,0.0,0.0,0,1,0,0,12.0,0,1,0,0,0.0,1.0,0.0,0,0,0,0,2,69.4,24.0,0,1,0,257,0.0,0.0
1222,Alisson,BRA,GK,Liverpool,Premier League,32,6.0,540,1.93,91.0,0,0,175,5,83.1,2.0,33.3,0,1,0,0,7.0,0,0,0,0,0.0,0.0,0.0,0,0,4,0,8,56.3,9.0,0,0,0,262,0.0,0.0
1223,Julen Agirrezabala,ESP,GK,Valencia,La Liga,24,12.0,1080,1.87,80.0,0,0,226,11,71.6,3.0,25.0,0,0,0,0,21.0,0,0,1,0,0.0,2.0,1.0,0,0,1,0,13,68.3,38.0,1,1,0,427,0.0,0.0
1224,José Zúñiga,COL,FW,América,Liga MX,31,6.2,560,ND,ND,1,3,76,4,76.6,,,7,0,3,2,,2,2,3,15,1.6,,,2,1,2,29,5,,,4,6,4,127,0.3,1.6
1225,Emanuele Zuelli,ITA,MF,Carrarese,Serie B,23,11.5,1033,1.79,67.0,1,8,402,7,83.1,,,5,1,2,1,,1,5,11,9,1.1,,,10,23,61,26,47,,,11,16,5,665,0.7,1.1
1226,Adem Zorgane,ALG,MF,Union SG,Belgian Pro League,25,11.8,1060,1.84,80.0,3,14,408,12,82.1,,,9,0,4,1,,1,9,18,14,1.1,,,20,8,79,42,68,,,22,31,14,717,3.7,1.1
1227,Milan Zonneveld,NED,FW,Telstar,Eredivisie,21,5.0,452,ND,ND,2,4,69,4,65.3,,,7,0,3,1,,1,0,5,12,2.8,,,1,5,4,26,6,,,0,0,0,124,0.6,2.8
1228,Ramiz Zerrouki,ALG,MF,Twente,Eredivisie,27,11.5,1036,1.83,77.0,1,9,412,28,84.3,,,8,0,2,1,,1,15,20,13,0.4,,,10,16,97,15,49,,,28,43,16,796,1.3,0.4
1229,Alejandro Zendejas,USA,FWMF,América,Liga MX,27,11.1,997,1.7,66.0,3,12,461,2,78.9,,,17,0,8,4,,5,6,22,24,3.4,,,19,31,63,111,40,,,12,18,4,705,3.0,4.2
1230,Moncef Zekri,MAR,DFMF,Mechelen,Belgian Pro League,16,7.0,626,ND,ND,0,10,173,14,75.2,,,10,0,0,0,,0,9,2,10,0.2,,,2,11,17,23,28,,,15,24,9,348,0.2,0.2
1231,Gjivai Zechiël,NED,MF,Utrecht,Eredivisie,21,10.9,980,ND,ND,0,9,324,13,84.8,,,11,0,3,3,,3,16,12,17,2.2,,,6,23,55,33,48,,,15,31,9,575,1.1,2.2
1232,Giovanni Zaro,ITA,DF,Cesena,Serie B,31,12.0,1080,ND,ND,0,22,361,101,85.8,,,0,0,1,1,,1,17,1,7,1.2,,,2,2,36,2,40,,,28,45,19,791,0.1,1.2
1233,Ángel Zapata,MEX,MF,Querétaro,Liga MX,24,13.9,1251,1.66,60.0,1,24,326,28,85.7,,,2,0,1,0,,0,12,6,11,0.3,,,4,5,55,7,58,,,38,50,23,640,0.5,0.3
1234,Simone Zanon,ITA,DF,Carrarese,Serie B,23,9.5,854,ND,ND,2,9,253,27,72.7,,,5,0,4,2,,2,8,11,8,0.8,,,12,35,37,56,38,,,25,33,17,558,1.5,0.8
1235,Luca Zanimacchia,ITA,DF,Modena,Serie B,27,8.7,783,1.78,72.0,0,5,261,5,75.9,,,9,0,1,1,,1,3,14,7,1.6,,,15,43,35,61,47,,,13,16,5,443,0.9,1.6
1236,Francesco Zampano,ITA,DF,Modena,Serie B,31,11.6,1042,1.77,68.0,1,8,353,13,76.5,,,14,0,2,1,,1,7,14,21,0.7,,,13,36,34,94,68,,,21,28,13,568,1.6,0.7
1237,Jan Žambůrek,CZE,MF,Heracles Almelo,Eredivisie,24,8.8,794,1.82,74.0,1,4,183,21,80.5,,,4,0,1,0,,0,17,8,10,0.6,,,2,5,31,12,35,,,15,32,10,400,0.5,0.6
1238,Mauro Zaleta,MEX,DFMF,Mazatlán,Liga MX,23,6.1,547,ND,ND,0,6,153,13,72.5,,,4,0,1,1,,1,7,1,8,0.2,,,3,11,6,19,26,,,18,25,12,312,0.0,0.2
1239,Ángel Zaldívar,MEX,FWMF,FC Juárez,Liga MX,31,6.3,568,1.74,78.0,1,8,93,6,76.4,,,6,0,3,2,,2,3,4,21,1.4,,,0,4,5,11,13,,,3,6,2,185,0.2,1.4
1240,Rodrigo Zalazar,URU,MFFW,Braga,Primeira Liga,25,7.9,710,1.74,74.0,1,8,366,3,79.9,,,20,0,5,0,,4,2,13,26,1.4,,,12,21,45,99,31,,,7,9,4,514,1.1,4.5
1241,Arthur Zagre,FRA,DF,Excelsior,Eredivisie,23,9.9,887,1.68,55.0,0,19,260,33,79.6,,,9,0,1,0,,1,13,6,16,0.9,,,6,17,34,21,61,,,24,37,15,537,0.3,2.4
1242,Vasilios Zagaritis,GRE,DF,Heerenveen,Eredivisie,24,11.8,1061,1.78,68.0,1,14,416,46,77.9,,,7,0,1,0,,0,20,13,24,0.4,,,13,40,64,76,66,,,25,45,15,767,1.7,0.4
1243,Griffin Yow,USA,FWMF,Westerlo,Belgian Pro League,22,4.9,438,1.7,63.0,0,9,135,3,65.7,,,11,0,2,1,,2,2,7,18,1.0,,,8,12,17,38,29,,,10,12,8,222,0.9,1.7
1244,Marvin Young,NED,DF,Sparta R'dam,Eredivisie,19,12.0,1080,ND,ND,0,17,425,99,85.8,,,2,1,0,0,,0,12,4,4,0.1,,,0,10,43,2,45,,,20,32,15,740,0.1,0.1
1245,Édgar Yoel Bárcenas,PAN,MFFW,Mazatlán,Liga MX,31,9.5,855,1.75,70.0,0,4,248,12,76.7,,,12,0,0,0,,0,6,6,11,0.7,,,11,16,36,46,43,,,12,18,8,449,0.6,0.7
1246,Gerard Yepes,ESP,MF,Empoli,Serie B,22,8.1,731,1.7,64.0,0,7,179,21,85.0,,,1,1,0,0,,0,6,8,6,1.0,,,5,13,35,14,26,,,8,14,4,351,1.0,1.0
1247,Irakli Yegoian,GEO,MF,Excelsior,Eredivisie,21,9.7,870,ND,ND,2,13,236,10,78.3,,,13,1,3,1,,1,7,20,20,1.3,,,4,18,40,41,49,,,12,19,5,414,1.8,1.3
1248,John Yeboah,ECU,FW,Venezia,Serie B,25,7.3,661,1.7,67.0,3,2,248,0,83.3,,,12,0,6,3,,3,1,18,22,2.4,,,13,37,31,48,22,,,5,6,5,321,2.2,3.3
1249,Rihito Yamamoto,JPN,MF,Sint-Truiden,Belgian Pro League,23,13.6,1226,1.79,73.0,2,20,321,21,77.4,,,15,0,4,2,,2,22,26,21,3.1,,,17,15,74,48,63,,,28,50,13,702,2.0,3.1
1250,Gibson Yah,NED,MF,Volendam,Eredivisie,21,8.2,742,ND,ND,3,22,290,35,82.7,,,3,0,3,0,,0,13,6,18,0.1,,,3,9,30,8,46,,,34,47,20,533,1.2,0.1
1251,Haji Wright,USA,FW,Coventry City,Championship,27,11.6,1043,1.88,80.0,1,5,144,15,69.6,,,12,0,9,7,,8,0,9,31,7.1,,,2,15,18,65,13,,,6,6,4,294,1.5,7.9
1252,Nathan Wood-Gordon,ENG,DF,Southampton,Championship,23,10.7,967,1.88,70.0,1,14,452,62,91.4,,,5,2,1,0,,0,7,1,8,0.3,,,0,3,25,3,36,,,17,24,12,748,0.5,0.3
1253,Ricky van Wolfswinkel,NED,FW,Twente,Eredivisie,36,11.5,1039,1.85,70.0,0,6,158,9,63.7,,,6,0,6,1,,6,5,11,22,2.5,,,4,9,18,47,29,,,13,18,9,321,0.8,6.5
1254,Szymon Włodarczyk,POL,FW,Excelsior,Eredivisie,22,6.5,583,ND,ND,0,7,79,7,67.0,,,11,0,2,2,,2,0,7,23,2.3,,,1,5,8,25,12,,,2,2,1,177,0.9,3.1
1255,Witi,MOZ,FWMF,Nacional,Primeira Liga,28,5.3,474,1.79,70.0,0,8,104,6,56.3,,,6,0,0,0,,0,2,6,11,1.3,,,5,15,10,29,21,,,6,8,4,185,0.4,1.3
1256,Mees de Wit,NED,DF,AZ Alkmaar,2 Comps,27,12.1,1091,ND,ND,0,11,415,40,85.0,,,8,0,1,1,,1,9,14,12,1.0,,,17,30,71,38,55,,,29,38,12,820,1.5,1.0
1257,Przemysław Wiśniewski,POL,DF,Spezia,Serie B,27,11.0,990,ND,ND,0,7,351,48,79.7,,,1,0,0,0,,0,11,2,6,0.1,,,8,19,36,12,41,,,20,31,13,662,0.3,0.1
1258,Harry Winks,ENG,MF,Leicester City,Championship,29,12.2,1097,1.78,65.0,1,6,572,21,89.7,,,5,2,1,0,,0,11,18,8,0.4,,,12,20,93,21,65,,,18,29,12,981,0.7,0.4
1259,Josh Windass,ENG,MFFW,Wrexham,Championship,31,8.3,749,1.75,68.0,3,3,219,12,75.9,,,7,0,8,3,,5,1,13,20,1.0,,,10,15,32,36,25,,,5,6,3,365,2.0,2.6
1260,Ben Wilmot,ENG,DF,Stoke City,Championship,25,15.0,1350,1.88,77.0,0,18,621,88,86.1,,,1,2,0,0,,0,5,3,2,0.7,,,5,4,34,1,68,,,12,17,6,1139,0.2,0.7
1261,Jordan Williams,ENG,DF,Portsmouth,Championship,25,8.2,742,ND,ND,1,11,157,28,73.1,,,5,0,1,0,,0,6,6,16,0.1,,,5,9,11,23,31,,,24,30,12,404,0.9,0.1
1262,Maas Willemsen,NED,DF,Heerenveen,Eredivisie,22,7.1,635,ND,ND,0,5,329,32,88.4,,,0,0,1,1,,1,4,3,3,1.6,,,1,7,30,2,36,,,6,10,3,520,0.1,1.6
1263,Owen Wijndal,NED,DF,Ajax,Eredivisie,25,8.0,724,1.76,70.0,0,1,255,23,86.5,,,4,1,0,0,,0,6,7,7,0.4,,,4,13,27,44,26,,,13,19,10,494,1.0,0.4
1264,Casper Widell,SWE,DF,Excelsior,Eredivisie,22,12.0,1080,ND,ND,0,17,354,81,80.5,,,3,1,0,0,,0,6,4,6,1.3,,,2,5,55,1,34,,,8,14,4,692,0.2,1.3
1265,Morgan Whittaker,ENG,MFFW,Middlesbrough,Championship,24,9.0,807,1.83,69.0,2,10,226,2,73.8,,,19,0,4,2,,2,3,12,25,1.4,,,9,12,37,64,29,,,16,19,9,387,1.1,1.4
1266,Ben Whiteman,ENG,MF,Preston,Championship,29,15.0,1350,1.77,70.0,2,33,384,44,74.5,,,4,1,2,0,,0,20,21,9,0.7,,,19,7,101,10,51,,,27,47,11,899,1.8,0.7
1267,Scott Wharton,ENG,DF,Blackburn,Championship,27,7.5,673,1.77,77.0,0,10,141,51,76.3,,,0,0,0,0,,0,13,2,2,0.5,,,2,0,17,0,24,,,8,21,4,402,0.1,0.5
1268,Wendel,BRA,FW,Santa Clara,Primeira Liga,24,5.3,476,ND,ND,2,3,72,7,72.2,,,8,0,3,0,,1,0,4,18,0.9,,,1,3,6,24,7,,,1,1,0,141,0.8,1.7
1269,Wout Weghorst,NED,FW,Ajax,Eredivisie,32,10.1,907,1.97,84.0,1,6,175,10,70.3,,,9,0,7,6,,6,1,22,28,3.9,,,7,5,33,62,16,,,7,8,2,362,2.2,3.9
1270,Tsuyoshi Watanabe,JPN,DF,Feyenoord,Eredivisie,28,11.0,990,1.84,76.0,0,13,521,58,90.5,,,0,0,1,1,,1,11,4,5,1.0,,,1,10,57,4,44,,,15,26,9,833,0.2,1.0
1271,Zak Vyner,KEN,DFMF,Bristol City,Championship,28,15.0,1350,1.78,68.0,0,21,397,55,75.6,,,3,2,0,0,,0,14,9,13,1.0,,,10,7,64,14,69,,,18,32,8,852,0.5,1.0
1272,Stipe Vulikic,CRO,DF,Sampdoria,Serie B,24,5.6,505,ND,ND,0,2,196,25,81.0,,,0,0,0,0,,0,4,2,3,0.0,,,2,2,30,0,16,,,11,15,5,363,0.1,0.0
1273,Andrija Vukčević,MNE,DFFW,Preston,Championship,28,5.0,450,1.8,76.0,1,8,103,17,68.0,,,0,0,1,0,,0,2,7,10,0.0,,,10,16,15,21,20,,,7,9,2,205,0.6,0.0
1274,Marious Vrousai,GRE,MFDF,Rio Ave,Primeira Liga,27,9.8,883,1.83,78.0,1,13,247,41,73.7,,,7,1,2,1,,1,16,6,13,0.5,,,7,12,26,37,48,,,30,46,20,570,0.5,0.5
1275,Zé Vitor,BRA,DF,Nacional,Primeira Liga,24,8.7,782,1.87,73.0,0,12,219,56,74.6,,,3,0,1,1,,1,14,1,4,1.0,,,0,4,29,0,46,,,17,31,10,451,0.0,1.0
1276,Pedro Vite,ECU,MFFW,UNAM,Liga MX,23,10.1,911,1.7,60.0,0,7,384,2,85.2,,,17,0,1,1,,1,5,18,22,1.3,,,14,15,80,52,47,,,9,14,5,678,1.2,1.3
1277,Žan Vipotnik,SVN,FW,Swansea City,Championship,23,8.3,747,1.85,81.0,1,2,108,7,77.8,,,2,0,7,6,,6,1,9,11,2.7,,,2,3,13,35,12,,,2,3,1,199,0.7,2.7
1278,Vinícius,BRA,FWMF,Santa Clara,Primeira Liga,26,7.4,667,ND,ND,0,12,168,6,73.4,,,11,0,4,4,,4,3,10,13,2.0,,,4,12,23,48,27,,,13,16,8,285,0.5,2.0
1279,Marcos Vinicios Sorriso,BRA,FW,Famalicão,Primeira Liga,24,10.6,956,1.76,62.0,1,7,304,19,68.6,,,17,0,2,1,,1,6,17,35,2.6,,,14,40,36,88,47,,,14,20,8,504,1.6,2.6
1280,Malcolm Viltard,FRA,MF,Dender,Belgian Pro League,22,10.1,909,ND,ND,0,23,280,22,72.7,,,10,0,0,0,,0,11,6,20,0.1,,,11,14,50,16,76,,,29,40,19,569,0.2,0.1
1281,Carlos Villanueva López,MEX,DF,Querétaro,Liga MX,31,5.5,497,1.85,76.0,0,10,89,27,83.9,,,0,0,0,0,,0,3,1,5,0.1,,,1,0,7,0,11,,,7,10,4,205,0.0,0.1
1282,Fran Villalba,ESP,MFFW,Santos,Liga MX,27,11.4,1027,1.68,65.0,0,3,299,7,80.0,,,11,1,1,0,,1,6,11,7,1.0,,,14,17,69,23,44,,,4,10,2,465,1.3,1.8
